hhid,persid,dayType_journey,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS_journey,homeregion_ASGS_journey,wasted_time,journey_label,travdow,agegroup,sex,carlicence,mbikelicence,otherlicence,nolicence,fulltimework,parttimework,casualwork,anywork,studying,activities,mainact,emptype,startplace,numstops,persinc,anywfh,wfhmon,wfhtue,wfhwed,wfhthu,wfhfri,wfhsat,wfhsun,wfhtravday,persinc_category,hhsize,dwelltype,owndwell,aveagegroup_5,hhinc_group,hhinc_category,homelga
Y24H6146215,Y24H6146215P02,Weekday,vehicle driver,4,1.82623,4.0,57.572664506,other,shepparton sa4,0.0,1,Monday,30->34,Female,Full Licence,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,6,650,No,0,0,0,0,0,0,0,No,medium,4,Separate House,Being Purchased,15->19,3000,medium,C
Y24H6146220,Y24H6146220P02,Weekend,vehicle driver,10,1.74048,10.0,117.616945199,other,shepparton sa4,0.0,1,Saturday,20->24,Female,Green Probationary Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,1000,No,0,0,0,0,0,0,0,No,medium,2,"Unit, Flat or Apartment",Being Rented,20->24,2000,medium,C
Y24H6146223,Y24H6146223P01,Weekday,walking,5,0.30736,5.0,65.904057738,other,shepparton sa4,0.0,1,Tuesday,50->54,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,8,1750,No,0,0,0,0,0,0,0,No,high,2,"Unit, Flat or Apartment",Being Rented,35->39,3000,medium,C
Y24H6146223,Y24H6146223P02,Weekday,vehicle passenger,10,1.98297,10.0,121.800768003,other,shepparton sa4,0.0,1,Tuesday,20->24,Female,Learners Permit,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,2,1250,No,0,0,0,0,0,0,0,No,medium,2,"Unit, Flat or Apartment",Being Rented,35->39,3000,medium,C
Y24H6146225,Y24H6146225P01,Weekday,walking,20,1.94164,20.0,81.986627289,other,shepparton sa4,0.0,1,Thursday,55->59,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,3000,No,0,0,0,0,0,0,0,No,high,2,Separate House,Fully Owned,35->39,4500,high,C
Y24H6146225,Y24H6146225P02,Weekday,walking,20,1.94173,20.0,154.989258646,other,shepparton sa4,0.0,1,Thursday,20->24,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,1000,No,0,0,0,0,0,0,0,No,medium,2,Separate House,Fully Owned,35->39,4500,high,C
Y24H6150104,Y24H6150104P01,Weekday,vehicle driver,33,28.08658,50.0,1928.506842977,melb - outer,greater melbourne,17.0,1,Thursday,30->34,Female,Full Licence,0,1,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,6,2000,No,0,0,0,0,0,0,0,No,high,5,Separate House,Being Purchased,15->19,2500,medium,C
Y24H6150108,Y24H6150108P01,Weekday,vehicle driver,24,16.36799,24.0,1559.653709654,melb - outer,greater melbourne,0.0,1,Monday,45->49,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,7,1250,No,0,0,0,0,0,0,0,No,medium,2,Separate House,Fully Owned,30->34,1250,low,C
Y24H6150115,Y24H6150115P01,Weekday,vehicle driver,10,6.4938,10.0,976.219460385,melb - outer,greater melbourne,0.0,1,Monday,50->54,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,650,No,0,0,0,0,0,0,0,No,medium,2,Separate House,Being Purchased,50->54,2000,medium,C
Y24H6150115,Y24H6150115P02,Weekday,vehicle driver,40,20.92882,40.0,825.96618198,melb - outer,greater melbourne,0.0,1,Monday,50->54,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,1250,No,0,0,0,0,0,0,0,No,medium,2,Separate House,Being Purchased,50->54,2000,medium,C
Y24H6150119,Y24H6150119P01,Weekday,vehicle driver,22,15.31434,22.0,1756.032967785,melb - outer,greater melbourne,0.0,1,Friday,25->29,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,6,800,No,0,0,0,0,0,0,0,No,medium,4,Separate House,Being Rented,15->19,1250,low,C
Y24H6150119,Y24H6150119P02,Weekday,vehicle driver,32,7.75055,36.0,1166.478845336,melb - outer,greater melbourne,4.0,1,Friday,25->29,Female,Full Licence,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,6,400,No,0,0,0,0,0,0,0,No,low,4,Separate House,Being Rented,15->19,1250,low,C
Y24H6150119,Y24H6150119P02,Weekday,vehicle driver,79,40.35098,231.0,1166.478845336,melb - outer,greater melbourne,152.0,1,Friday,25->29,Female,Full Licence,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,6,400,No,0,0,0,0,0,0,0,No,low,4,Separate House,Being Rented,15->19,1250,low,C
Y24H6150123,Y24H6150123P02,Weekday,vehicle driver,65,34.82323,65.0,228.439602732,melb - outer,greater melbourne,0.0,1,Tuesday,60->64,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,1250,Yes,1,1,1,1,1,0,0,No,medium,2,Separate House,Being Purchased,60->64,1250,low,C
Y24H6150124,Y24H6150124P01,Weekday,vehicle driver,34,45.949,34.0,194.331911923,melb - outer,greater melbourne,0.0,1,Wednesday,65->69,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Employer,At Home,3,1750,No,0,0,0,0,0,0,0,No,high,2,Separate House,Fully Owned,65->69,3500,medium,C
Y24H6150125,Y24H6150125P01,Weekday,vehicle driver,80,61.30962,80.0,774.144189282,melb - outer,greater melbourne,0.0,1,Thursday,45->49,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,1750,No,0,0,0,0,0,0,0,No,high,3,Separate House,Being Purchased,35->39,3500,medium,C
Y24H6150125,Y24H6150125P02,Weekday,vehicle driver,37,23.2754,38.0,347.600988109,melb - outer,greater melbourne,1.0,1,Thursday,40->44,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,6,1500,Yes,1,0,1,0,1,0,0,Yes,medium,3,Separate House,Being Purchased,35->39,3500,medium,C
Y24H6150131,Y24H6150131P02,Weekday,vehicle driver,20,5.07361,20.0,530.783118659,melb - outer,greater melbourne,0.0,1,Wednesday,65->69,Female,Full Licence,0,1,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,2,0,No,0,0,0,0,0,0,0,No,low,2,Separate House,Fully Owned,70->74,2500,medium,C
Y24H6150132,Y24H6150132P01,Weekday,vehicle driver,45,33.67505,45.0,614.221739049,melb - outer,greater melbourne,0.0,1,Thursday,25->29,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,2000,Yes,1,0,0,0,1,0,0,No,high,2,Separate House,Being Purchased,25->29,5000,high,C
Y24H6150140,Y24H6150140P01,Weekday,train,37,25.56515,49.0,432.82034985,melb - outer,greater melbourne,12.0,1,Friday,30->34,Female,Full Licence,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,15,800,No,0,0,0,0,0,0,0,No,medium,2,"Unit, Flat or Apartment",Being Purchased,25->29,2000,medium,C
Y24H6150140,Y24H6150140P02,Weekday,vehicle driver,29,23.37954,29.0,337.160597291,melb - outer,greater melbourne,0.0,1,Friday,25->29,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,8,1000,No,0,0,0,0,0,0,0,No,medium,2,"Unit, Flat or Apartment",Being Purchased,25->29,2000,medium,C
Y24H6150302,Y24H6150302P01,Weekday,bicycle,18,4.863,18.0,663.826211639,melb - inner,greater melbourne,0.0,1,Tuesday,40->44,Male,Learners Permit,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,3,2000,No,0,0,0,0,0,0,0,No,high,1,"Unit, Flat or Apartment",Being Rented,40->44,2500,medium,C
Y24H6150303,Y24H6150303P01,Weekday,vehicle driver,58,15.65755,62.0,850.633408864,melb - inner,greater melbourne,4.0,1,Wednesday,55->59,Female,Full Licence,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,3,1500,Yes,1,0,0,0,0,0,0,Yes,medium,4,Separate House,Fully Owned,35->39,5000,high,C
Y24H6150303,Y24H6150303P02,Weekday,vehicle driver,43,33.76023,109.0,777.403851208,melb - inner,greater melbourne,66.0,1,Wednesday,50->54,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,3,1750,No,0,0,0,0,0,0,0,No,high,4,Separate House,Fully Owned,35->39,5000,high,C
Y24H6150303,Y24H6150303P03,Weekday,vehicle driver,35,14.99264,35.0,2384.071834283,melb - inner,greater melbourne,0.0,1,Wednesday,20->24,Female,Green Probationary Licence,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,2,1500,No,0,0,0,0,0,0,0,No,medium,4,Separate House,Fully Owned,35->39,5000,high,C
Y24H6150305,Y24H6150305P01,Weekday,vehicle driver,25,16.04561,25.0,1082.373524379,melb - inner,greater melbourne,0.0,1,Friday,50->54,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,4,3000,No,0,0,0,0,0,0,0,No,high,4,Separate House,Being Purchased,30->34,3500,medium,C
Y24H6150305,Y24H6150305P03,Weekday,vehicle driver,25,16.04561,25.0,2461.739460838,melb - inner,greater melbourne,0.0,1,Friday,20->24,Male,Red Probationary Licence,0,0,No,0,0,0,0,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Not in Work Force,At Home,4,400,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Being Purchased,30->34,3500,medium,C
Y24H6150308,Y24H6150308P01,Weekday,vehicle driver,41,22.6531,41.0,920.323330508,melb - inner,greater melbourne,0.0,1,Monday,65->69,Male,Full Licence,0,0,No,0,1,0,1,No Study,Volunteer,Part-time Work,Self-Employed,At Home,10,650,Missing/Refused,0,0,0,0,0,0,0,Yes,medium,2,Separate House,Fully Owned,65->69,1500,low,C
Y24H6150316,Y24H6150316P01,Weekday,vehicle driver,31,9.67857,39.0,581.444330276,melb - inner,greater melbourne,8.0,1,Tuesday,70->74,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Employer,At Home,14,2000,Yes,1,1,1,1,1,0,0,Yes,high,2,Separate House,Being Purchased,70->74,5000,high,C
Y24H6150322,Y24H6150322P02,Weekday,vehicle driver,30,22.09497,30.0,1307.376317837,melb - inner,greater melbourne,0.0,1,Monday,30->34,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,4,3000,No,0,0,0,0,0,0,0,No,high,3,"Unit, Flat or Apartment",Being Rented,20->24,3500,medium,C
Y24H6150331,Y24H6150331P02,Weekday,train,31,9.36151,31.0,853.920070165,melb - inner,greater melbourne,0.0,1,Wednesday,50->54,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,10,0,Yes,1,0,0,0,1,1,1,No,low,2,Terrace or Townhouse,Fully Owned,50->54,2500,medium,C
Y24H6150336,Y24H6150336P03,Weekday,train,24,8.33955,35.0,1190.462455716,melb - inner,greater melbourne,11.0,1,Monday,20->24,Male,Learners Permit,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,6,1250,Missing/Refused,0,0,0,0,0,0,0,No,medium,4,Terrace or Townhouse,Being Rented,25->29,5000,high,C
Y24H6150340,Y24H6150340P01,Weekday,vehicle driver,30,7.63404,30.0,856.613561146,melb - inner,greater melbourne,0.0,1,Friday,35->39,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,3,2000,No,0,0,0,0,0,0,0,No,high,1,"Unit, Flat or Apartment",Being Purchased,35->39,2500,medium,C
Y24H6150511,Y24H6150511P02,Weekday,vehicle driver,26,27.24975,26.0,568.157842798,melb - outer,greater melbourne,0.0,1,Thursday,30->34,Female,Full Licence,0,0,No,0,0,1,1,No Study,No other activity,Casual Work,Paid Employee,At Home,8,1250,No,0,0,0,0,0,0,0,No,medium,2,Separate House,Being Rented,30->34,1250,low,C
Y24H6150515,Y24H6150515P01,Weekday,vehicle driver,35,34.94209,35.0,707.089217235,melb - outer,greater melbourne,0.0,1,Monday,65->69,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,4,1750,No,0,0,0,0,0,0,0,No,high,1,Separate House,Fully Owned,65->69,1750,medium,C
Y24H6150519,Y24H6150519P03,Weekday,vehicle passenger,28,24.2843,35.0,1717.629074295,melb - outer,greater melbourne,7.0,1,Friday,15->19,Male,Learners Permit,0,0,No,1,0,0,1,Part-time TAFE/Uni,No other activity,Full-time Work,Paid Employee,At Home,5,0,No,0,0,0,0,0,0,0,No,low,3,Separate House,Being Rented,40->44,650,low,C
Y24H6150522,Y24H6150522P02,Weekday,vehicle driver,30,21.59534,30.0,1224.465196624,melb - outer,greater melbourne,0.0,1,Monday,60->64,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,1250,No,0,0,0,0,0,0,0,No,medium,2,Separate House,Fully Owned,60->64,1500,low,C
Y24H6150524,Y24H6150524P01,Weekday,train,57,39.30975000000001,104.0,682.417313256,melb - outer,greater melbourne,47.0,1,Wednesday,60->64,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,9,1250,No,0,0,0,0,0,0,0,No,medium,3,Separate House,Fully Owned,40->44,1250,low,C
Y24H6150524,Y24H6150524P02,Weekday,vehicle driver,24,18.77896,24.0,826.368330876,melb - outer,greater melbourne,0.0,1,Wednesday,25->29,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,3,1750,No,0,0,0,0,0,0,0,No,high,3,Separate House,Fully Owned,40->44,1250,low,C
Y24H6150524,Y24H6150524P03,Weekday,public bus,28,7.42929,60.0,799.616561855,melb - outer,greater melbourne,32.0,1,Wednesday,25->29,Female,No Car Licence,0,0,Yes,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,8,1250,No,0,0,0,0,0,0,0,No,medium,3,Separate House,Fully Owned,40->44,1250,low,C
Y24H6150539,Y24H6150539P01,Weekday,train,53,35.95516,132.0,339.240283767,melb - outer,greater melbourne,79.0,1,Thursday,40->44,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,11,1500,No,0,0,0,0,0,0,0,No,medium,4,Separate House,Being Purchased,20->24,2000,medium,C
Y24H6156123,Y24H6156123P01,Weekday,vehicle driver,16,17.14383,16.0,618.704796146,other,shepparton sa4,0.0,1,Tuesday,25->29,Female,Full Licence,0,0,No,0,0,1,1,Something Else,No other activity,Casual Work,Paid Employee,At Home,4,650,No,0,0,0,0,0,0,0,No,medium,2,"Unit, Flat or Apartment",Being Purchased,25->29,1250,low,S
Y24H6156123,Y24H6156123P02,Weekday,vehicle passenger,16,17.14383,16.0,157.80768122,other,shepparton sa4,0.0,1,Tuesday,25->29,Female,Full Licence,0,0,No,0,0,1,1,No Study,No other activity,Casual Work,Paid Employee,At Home,4,650,No,0,0,0,0,0,0,0,No,medium,2,"Unit, Flat or Apartment",Being Purchased,25->29,1250,low,S
Y24H6156124,Y24H6156124P01,Weekday,vehicle driver,20,1.8862,20.0,90.030810194,other,shepparton sa4,0.0,1,Wednesday,30->34,Male,Full Licence,0,0,No,0,0,1,1,No Study,No other activity,Casual Work,Paid Employee,At Home,2,650,No,0,0,0,0,0,0,0,No,medium,2,"Unit, Flat or Apartment",Being Rented,30->34,650,low,S
Y24H6156124,Y24H6156124P02,Weekday,walking,5,0.29531,5.0,188.103478,other,shepparton sa4,0.0,1,Wednesday,25->29,Female,Learners Permit,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,1000,No,0,0,0,0,0,0,0,No,medium,2,"Unit, Flat or Apartment",Being Rented,30->34,650,low,S
Y24H6156131,Y24H6156131P01,Weekday,vehicle driver,2,1.72601,2.0,119.602350421,other,shepparton sa4,0.0,1,Wednesday,65->69,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,9,1500,No,0,0,0,0,0,0,0,No,medium,1,"Unit, Flat or Apartment",Being Rented,65->69,1500,low,S
Y24H6156131,Y24H6156131P01,Weekday,vehicle driver,3,1.68229,3.0,119.602350421,other,shepparton sa4,0.0,1,Wednesday,65->69,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,9,1500,No,0,0,0,0,0,0,0,No,medium,1,"Unit, Flat or Apartment",Being Rented,65->69,1500,low,S
Y24H6156204,Y24H6156204P01,Weekday,walking,12,0.75623,12.0,250.184791032,other,shepparton sa4,0.0,1,Thursday,20->24,Male,No Car Licence,0,0,Yes,0,0,1,1,Full-time TAFE/Uni,Keeping House,Full-time TAFE/Uni,Paid Employee,At Home,2,650,No,0,0,0,0,0,0,0,No,medium,1,Separate House,Fully Owned,20->24,650,low,C
Y24H6156205,Y24H6156205P01,Weekday,vehicle driver,81,9.51313,90.0,121.231710574,other,shepparton sa4,9.0,1,Friday,25->29,Male,Full Licence,1,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Self-Employed,At Home,7,1250,No,0,0,0,0,0,0,0,No,medium,1,Terrace or Townhouse,Being Purchased,25->29,1250,low,C
Y24H6156223,Y24H6156223P01,Weekday,vehicle driver,7,4.16564,7.0,88.66149072,other,shepparton sa4,0.0,1,Tuesday,55->59,Female,Full Licence,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,4,650,No,0,0,0,0,0,0,0,No,medium,3,Separate House,Fully Owned,30->34,2000,medium,C
Y24H6156223,Y24H6156223P02,Weekday,walking,17,1.23609,17.0,90.412436027,other,shepparton sa4,0.0,1,Tuesday,25->29,Female,Learners Permit,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,2,800,No,0,0,0,0,0,0,0,No,medium,3,Separate House,Fully Owned,30->34,2000,medium,C
Y24H6156229,Y24H6156229P01,Weekday,vehicle driver,5,1.70058,5.0,178.877108205,other,shepparton sa4,0.0,1,Monday,45->49,Female,Full Licence,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,3,800,No,0,0,0,0,0,0,0,No,medium,3,Separate House,Being Rented,25->29,800,low,C
Y24H6156231,Y24H6156231P02,Weekday,vehicle driver,30,2.47951,30.0,237.238537984,other,shepparton sa4,0.0,1,Wednesday,55->59,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,1,800,No,0,0,0,0,0,0,0,No,medium,4,Separate House,Being Rented,35->39,2500,medium,C
Y24H6156231,Y24H6156231P03,Weekday,vehicle driver,30,2.47944,30.0,395.787388585,other,shepparton sa4,0.0,1,Wednesday,20->24,Female,Green Probationary Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,800,No,0,0,0,0,0,0,0,No,medium,4,Separate House,Being Rented,35->39,2500,medium,C
Y24H6156236,Y24H6156236P02,Weekday,bicycle,12,2.21923,12.0,70.392846332,other,shepparton sa4,0.0,1,Monday,25->29,Female,Full Licence,1,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,12,2000,No,0,0,0,0,0,0,0,No,high,2,Separate House,Being Purchased,25->29,3500,medium,C
Y24H6156236,Y24H6156236P02,Weekday,vehicle driver,21,7.22974,30.0,70.392846332,other,shepparton sa4,9.0,1,Monday,25->29,Female,Full Licence,1,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,12,2000,No,0,0,0,0,0,0,0,No,high,2,Separate House,Being Purchased,25->29,3500,medium,C
Y24H6160108,Y24H6160108P01,Weekday,vehicle driver,30,26.03303,30.0,737.003110238,melb - outer,greater melbourne,0.0,1,Monday,45->49,Female,Full Licence,0,1,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,8,1500,No,0,0,0,0,0,0,0,No,medium,4,Separate House,Being Purchased,30->34,6000,high,S
Y24H6160108,Y24H6160108P02,Weekday,vehicle driver,15,10.34418,15.0,689.400431681,melb - outer,greater melbourne,0.0,1,Monday,45->49,Male,Full Licence,0,1,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,1250,No,0,0,0,0,0,0,0,No,medium,4,Separate House,Being Purchased,30->34,6000,high,S
Y24H6160208,Y24H6160208P01,Weekday,vehicle driver,3,1.09107,3.0,1177.984661396,melb - middle,greater melbourne,0.0,1,Monday,55->59,Female,Full Licence,0,0,No,0,0,1,1,No Study,No other activity,Casual Work,Self-Employed,At Home,2,1750,No,0,0,0,0,0,0,0,No,high,5,"Unit, Flat or Apartment",Fully Owned,25->29,4000,high,C
Y24H6160216,Y24H6160216P02,Weekday,vehicle driver,33,21.44682,33.0,407.570818396,melb - middle,greater melbourne,0.0,1,Tuesday,55->59,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,5,3000,No,0,0,0,0,0,0,0,No,high,2,Separate House,Being Purchased,65->69,3500,medium,C
Y24H6160217,Y24H6160217P02,Weekday,vehicle passenger,6,1.99291,6.0,681.084570046,melb - middle,greater melbourne,0.0,1,Wednesday,60->64,Female,Full Licence,0,0,No,0,0,1,1,No Study,No other activity,Casual Work,Paid Employee,At Home,2,500,No,0,0,0,0,0,0,0,No,low,3,"Unit, Flat or Apartment",Fully Owned,50->54,3000,medium,C
Y24H6160222,Y24H6160222P01,Weekday,vehicle driver,18,12.91332,18.0,771.274833621,melb - middle,greater melbourne,0.0,1,Monday,50->54,Male,Full Licence,1,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,1500,No,0,0,0,0,0,0,0,No,medium,1,Separate House,Being Purchased,50->54,1500,low,C
Y24H6160233,Y24H6160233P04,Weekday,vehicle driver,45,13.52909,45.0,1182.119613603,melb - middle,greater melbourne,0.0,1,Friday,35->39,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Self-Employed,At Home,4,3000,No,0,0,0,0,0,0,0,No,high,4,Terrace or Townhouse,Being Purchased,50->54,6000,high,C
Y24H6160310,Y24H6160310P01,Weekday,walking,27,0.80453,27.0,941.518033517,melb - inner,greater melbourne,0.0,1,Wednesday,60->64,Male,Full Licence,0,0,No,0,1,0,1,No Study,Volunteer,Part-time Work,Paid Employee,At Home,2,2000,No,0,0,0,0,0,0,0,No,high,1,Terrace or Townhouse,Being Rented,60->64,2500,medium,C
Y24H6160311,Y24H6160311P01,Weekday,vehicle driver,9,2.23115,15.0,602.69050718,melb - inner,greater melbourne,6.0,1,Thursday,70->74,Female,Full Licence,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,7,800,No,0,0,0,0,0,0,0,No,medium,1,Separate House,Fully Owned,70->74,800,low,C
Y24H6160401,Y24H6160401P01,Weekday,vehicle driver,15,9.00947,15.0,429.270959566,melb - outer,greater melbourne,0.0,1,Monday,60->64,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,800,No,0,0,0,0,0,0,0,No,medium,1,"Unit, Flat or Apartment",Occupied Rent-Free,60->64,800,low,C
Y24H6160404,Y24H6160404P01,Weekday,vehicle driver,25,13.05927,25.0,353.041038272,melb - outer,greater melbourne,0.0,1,Thursday,70->74,Male,Full Licence,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,5,800,No,0,0,0,0,0,0,0,No,medium,2,"Unit, Flat or Apartment",Fully Owned,65->69,800,low,C
